Text,Text_English,Klasifikasi_NLP,Klasifikasi_NaiveBayes
bu manaker angkat saya  jadi  asistenmu tidak  nganggur korban phk covid since mei,"ma'am, the manager has appointed me to be your assistant, i have not been unemployed, a victim of the covid layoffs since may",Negatif,Positif
kj calon positif covid-19 perlu asingkan diri kempen,candidates positive for covid-1' need to isolate themselves from the campaign,Positif,Positif
kayaknya dokter long covid parah terkena organ vitalnya deh sok saya kena bagian ginjal paru paru sempat mengalami gangguan akhirnya kena jantung,"i think the long covid doctor was badly affected by his vital organs, pretend i got a kidney, lung, had a problem, and finally got a heart",Negatif,Negatif
kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini'60 malaysia is facing a small wave of covid-1' following the xbb vari,Negatif,Negatif
saya  abis sembuh dari  covid vaksin booster efeknya kaya sinus bini saya  juga  sama merasakan  gejala sinus damn,"i have recovered from the covid booster vaccine, the effect is like my wife's sinuses, i also feel the same sinus symptoms damn",Netral,Negatif
adik baru kena covid last week batuk non stop batuk kasar betul bunyi,"my sister just got covid last week, she coughed non-stop, it sounded really rough",Negatif,Negatif
dokter mau dijadikan bahan penelitian long covid saya mau dok saya mengalami penebalan dinding jantung aritmia efek covid spesialis jantung serang sekarang menghindari berada acara banyak orang berkerumun,the doctor wants to be used as research material for long covid.,Positif,Positif
melonjaknya kasus covid menyebabkan terjadinya lebih kasus china membuat pemerintahan negeri tirai bambu tersebut melakukan lockdown beberapa kota,"the surge in covid cases led to more cases in china, forcing the government of the bamboo curtain country to lock down several c",Positif,Netral
bersama kita lawan covid-19,together we fight covid-1',Netral,Netral
saya  tidak  vax tapi  masih  ngalamin long covid sekarang,i don't vax but i'm still experiencing long covid now,Negatif,Negatif
individu sehat  berumur tahun atas menjadi kumpulan terbaharu disyorkan kementerian kesihatan kkm menerima suntikan dos penggalak kedua vaksin covid-19,healthy individuals over the age of one are the latest group recommended by the ministry of health to receive the second booster dose of the covid-1' vaccin,Positif,Positif
ketularan covid lokasi konser solusi patuhi prokes covid naik,infected with covid concert location solutions comply with the covid prokes up,Netral,Netral
bila anak mengundi jecovid terus naik ek,if the child draws jecovid it continues to go up,Netral,Netral
balikpapan utara tertinggi kasus covid-19 mayoritas kelurahan zona merah danorange,"north balikpapan has the highest number of covid-1' cases, with the majority being in the red and orange zone sub-district",Netral,Netral
kucen boleh kena covid,cats can get covid,Netral,Netral
[ update ] covid-19 indonesia per senin oktober kasus positif bertambah orang via,[update] covid-1' indonesia as of monday october there were an increase in positive cases via,Positif,Positif
housemate kena covid tidur ruang tamu malam ini ,housemate got covid sleeping in living room tonight,Netral,Netral
dorong karena  telapak tangan kita tidak  perlu pegang gagang pintu jadi  tetap  bersih kalau  dorong kan bisa pakai siku/lengan kebiasaan covid sekarang  masih terbawa ,"push because our palms don't need to hold the doorknob, so it's still clean",Positif,Positif
lol betul saya covid ini  asal rasa macam  demam biasa je,lol it's true that this covid just feels like a normal fev,Positif,Positif
donggg pas kelas soalnya pas awal belum covid indo,donggg right in class because at the beginning it wasn't covid indo,Positif,Positif
perubahan bukan apa apa tapi  seiring berjalannya waktu mereka  semakin dewasa mereka sejauh waktu sekarang  sudah  tidak  sudah  balik banyak mereka lewatin ngebuat semua terjadi covid juga  kan kemarin ,change is nothing but as time goes by they are getting more mature they are as far as time now has not come back a lot they have passed making everything happen covid too right yesterday,Positif,Positif
tahun banyak orang  meninggal karena  covid tahun banyak orang  meninggal karena  musibah memang memakan banyak korban,the year many people died because of covid the year many people died because of disasters indeed took a lot of victim,Positif,Positif
pakar vaksin covid-19 hirup cina bagus melengkapi,chinese live covid-1' vaccine expert is good to compl,Positif,Netral
lantas salah covid apa salah vaksin dok,then what's wrong with covid or what's wrong with the vaccin,Negatif,Netral
bukan setakat sembuh covid je kanser sihir buatan orang boleh sembuh,"it's not just about curing covid, man-made magic cancer can be cur",Positif,Positif
gileee replyan dokternya banyak sekali  konstipation belieber ckckckmulai dari  tidak  percaya covid percaya vaksin isinya aneh2 bumi bentuknya apa,gileee the doctor's reply is a lot of constipation belieber ckckckstarting from not believing in covid believing the vaccine contains strange things what does the earth look lik,Negatif,Negatif
banyak dapat pt covid sekarang barai wooo,i can get a lot of pt covid now barai wooo,Netral,Netral
liat negara2 kafir dari  perang zina covid apa matamu butaaaaa kamu  goblokkk,"look at the infidel countries from the war of adultery, how come your eyes are blind, you're an idiot",Negatif,Negatif
lah iya long covid semenjak alumni covid kayaknya kena flu tiap bulan deh,"yes, it's been long since covid alumni seem to get the flu every month",Negatif,Negatif
sekarang zaman inflasi beza zaman ph tak inflasi teruk malah covid dialu-alukan sekarang akibatnya kita merasa,"now the age of inflation is different from the age of ph, inflation is not bad, even covid is welcome now as a result we feel",Positif,Negatif
kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini'60 malaysia is facing a small wave of covid-1' following the xbb vari,Negatif,Negatif
semoga lekas selesai covid ekonomi ri makin tangguh,"i hope that covid-1' will be over soon, the indonesian economy will be strong",Positif,Positif
tidak tahu soalnya  kalau  dapat  kayaknya  tidak bisa datang  kasus covid tinggi sangat  kata teman  ku orang  sana,"i don't know, because if you get it, i don't think there will be very high covid cases, my friend from there said",Positif,Positif
wkwkwkw covid gila  wkwkw yakali suruh kamu  turun,wkwkwkw covid is crazy wkwkw sure told you to come down,Negatif,Negatif
gagal mempertahankan tidak pernah covid lebih tepatnya pas swab tidak pernah positif,failed to defend never had covid more precisely when the swab was never posit,Positif,Positif
kedatangan vaksin covid-19 tahap jenis pfizer + pelarut provinsi sumatera utara bandara international soekarno hatta cgk,arrival of the covid-1' vaccine stage type pfizer + solvent north sumatra province soekarno hatta international airport cgk,Netral,Netral
disney shanghai tiba tiba tutup covid pengunjung terjebak diminta tes,disney shanghai suddenly closed covid visitors stuck asked to take a test,Negatif,Netral
malaysia sedang berhadapan gelombang kecil peningkatan kes baharu covid-19 susulan penemuan sub-varian omicron xbb,malaysia is facing a small wave of new covid-1' cases following the discovery of the omicron xbb sub-vari,Negatif,Negatif
sejak pagi hadir pasar murah bazzar umkm hingga malam hari penampilan seni hiburan bintang tamu two triple bahkan penampilan spesial kang yana festival bangkit bersama menjadi simbol pemulihan ekonomi kota bandung pascapandemi covid-19,"from the morning there was a bazaar for umkm until the evening, art performances, entertainment, two triple guest stars, and even a special appearance, the kang yana festival, rose together to become a symbol of the economic recovery of the city of bandung after the covid-1' pandem",Positif,Positif
alhamdulillah akhirnya booster setelah beberapa gagal awalnya ingin dapat  pfizer pas hamil tiap mau  booster gagal terus  akhirnya kena covid for the first time,"thank god, finally a booster, after several failures, at first i wanted to get pfizer when i was pregnant, every time i wanted a booster, it failed and i finally got covid for the first tim",Positif,Negatif
aktivitas pabrik china tak terduga turun pada  oktober terbebani lemahnya permintaan global pembatasan ketat covid-19 domestik memukul produksi perjalanan pengiriman negeri panda,china factory activity unexpectedly falls in october weighed down by weak global demand domestic covid-1' restrictions hit production travel shipping panda countri,Negatif,Negatif
sabtu oktober ribuan orang datang itaewon perayaan halloween perayaan menjadi pertama kalinya digelar tanpa masker setelah terhalang covid-19 selama tahun,"saturday, october, thousands of people came to itaewon, the halloween celebration was the first time it was held without masks after being hampered by covid-1' for year",Positif,Positif
sebanyak pasien covid-19 jalani isoman dibabar,how many covid-1' patients are exposed to the viru,Positif,Netral
kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini'60 malaysia is facing a small wave of covid-1' following the xbb vari,Negatif,Negatif
saya disuruh dokter buat tes antigen besok mohon doanya hasilnya negatif saya sudah  kena covid awal tahun saya tidak  mau lagiiii,"i was told by the doctor to do an antigen test tomorrow, please pray that the result is negative. i already had covid earlier this year. i don't want to do it again",Negatif,Negatif
kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini'60 malaysia is facing a small wave of covid-1' following the xbb vari,Negatif,Negatif
tahun lalu sudah  covid memang  bre serius tanya ,"last year, it was covid, bro, seriously ask",Negatif,Netral
tetap waspada ancaman penyebaran covid-19,stay alert to the threat of the spread of covid-1',Netral,Netral
tetap waspada ancaman penyebaran covid-19,stay alert to the threat of the spread of covid-1',Netral,Netral
tetap waspada ancaman penyebaran covid-19,stay alert to the threat of the spread of covid-1',Netral,Netral
waspada pandemi covid-19 masih mengintai,be aware that the covid-1' pandemic is still lurk,Positif,Positif
waspada pandemi covid-19 masih mengintai,be aware that the covid-1' pandemic is still lurk,Positif,Positif
